Created on 01-25-2022,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1642996800000,2022-01-24 04:00:00,LTCUSD,108.91,111.96,97.52,109.21,61855.88438
1642910400000,2022-01-23 04:00:00,LTCUSD,107.22,112.7,105.87,108.91,22489.56085
1642824000000,2022-01-22 04:00:00,LTCUSD,112.97,113.78,96.59,107.22,73696.27356
1642737600000,2022-01-21 04:00:00,LTCUSD,122.0,126.0,109.96,112.97,35170.55977
1642651200000,2022-01-20 04:00:00,LTCUSD,138.94,142.79,121.98,122.0,24021.6707
1642564800000,2022-01-19 04:00:00,LTCUSD,137.08,139.18,135.74,138.94,3961.30812
1642478400000,2022-01-18 04:00:00,LTCUSD,147.38,148.44,136.59,137.08,29640.78212
1642392000000,2022-01-17 04:00:00,LTCUSD,147.6,153.85,144.29,147.38,39148.38811
1642305600000,2022-01-16 04:00:00,LTCUSD,145.73,151.17,143.38,147.6,12073.13988
1642219200000,2022-01-15 04:00:00,LTCUSD,147.09,150.75,144.75,145.73,17507.38819
1642132800000,2022-01-14 04:00:00,LTCUSD,138.53,148.78,136.19,147.09,22933.62277
1642046400000,2022-01-13 04:00:00,LTCUSD,139.54,141.04,134.72,138.53,10183.03051
1641960000000,2022-01-12 04:00:00,LTCUSD,131.48,142.32,131.48,139.54,8532.81126
1641873600000,2022-01-11 04:00:00,LTCUSD,129.3,133.64,126.8,131.48,10974.70613
1641787200000,2022-01-10 04:00:00,LTCUSD,129.96,131.08,120.76,129.3,18535.88202
1641700800000,2022-01-09 04:00:00,LTCUSD,130.6,132.6,127.75,129.96,7617.42656
1641614400000,2022-01-08 04:00:00,LTCUSD,132.2,134.67,125.0,130.6,15799.85887
1641528000000,2022-01-07 04:00:00,LTCUSD,130.78,135.34,125.98,132.2,23870.61734
1641441600000,2022-01-06 04:00:00,LTCUSD,133.99,138.03,129.98,130.78,18733.20567
1641355200000,2022-01-05 04:00:00,LTCUSD,148.7,149.07,129.95,133.99,14077.24331
1641268800000,2022-01-04 04:00:00,LTCUSD,147.76,151.66,145.31,148.7,10450.86899
1641182400000,2022-01-03 04:00:00,LTCUSD,149.65,151.16,146.16,147.76,12856.47038
1641096000000,2022-01-02 04:00:00,LTCUSD,150.35,153.3,147.99,149.65,7487.27248
1641009600000,2022-01-01 04:00:00,LTCUSD,147.83,151.0,146.63,150.35,9348.7834
1640923200000,2021-12-31 04:00:00,LTCUSD,148.35,152.6,143.66,147.83,12610.84951
1640836800000,2021-12-30 04:00:00,LTCUSD,144.9,150.01,144.9,148.35,9152.67404
1640750400000,2021-12-29 04:00:00,LTCUSD,148.66,150.94,142.88,144.9,18176.86205
1640664000000,2021-12-28 04:00:00,LTCUSD,151.23,153.41,144.65,148.66,22208.276
1640577600000,2021-12-27 04:00:00,LTCUSD,156.75,161.24,149.49,151.23,14858.15578
1640491200000,2021-12-26 04:00:00,LTCUSD,153.96,157.82,153.47,156.75,10377.31097
1640404800000,2021-12-25 04:00:00,LTCUSD,161.12,163.7,153.24,153.96,17584.5408
1640318400000,2021-12-24 04:00:00,LTCUSD,165.49,165.94,160.24,161.12,33754.278
1640232000000,2021-12-23 04:00:00,LTCUSD,157.46,166.8,153.82,165.49,64186.91239
1640145600000,2021-12-22 04:00:00,LTCUSD,156.33,158.59,153.24,157.46,15315.29446
1640059200000,2021-12-21 04:00:00,LTCUSD,153.59,157.0,151.85,156.33,21127.00829
1639972800000,2021-12-20 04:00:00,LTCUSD,154.86,157.42,145.35,153.59,52565.6546
1639886400000,2021-12-19 04:00:00,LTCUSD,154.43,161.01,151.16,154.86,75023.52131
1639800000000,2021-12-18 04:00:00,LTCUSD,146.53,156.13,145.46,154.43,15359.33588
1639713600000,2021-12-17 04:00:00,LTCUSD,149.74,150.98,141.27,146.53,24436.67085
1639627200000,2021-12-16 04:00:00,LTCUSD,153.34,153.34,148.25,149.74,1239.13379
1639540800000,2021-12-15 04:00:00,LTCUSD,150.22,155.06,141.77,153.34,54689.2885
1639454400000,2021-12-14 04:00:00,LTCUSD,145.82,151.78,143.36,150.22,18823.81866
1639368000000,2021-12-13 04:00:00,LTCUSD,154.64,156.51,142.35,145.82,33943.26907
1639281600000,2021-12-12 04:00:00,LTCUSD,156.4,162.97,152.98,154.64,20784.5473
1639195200000,2021-12-11 04:00:00,LTCUSD,151.83,159.54,151.47,156.4,28208.60411
1639108800000,2021-12-10 04:00:00,LTCUSD,153.96,156.75,145.83,151.83,14562.23301
1639022400000,2021-12-09 04:00:00,LTCUSD,159.76,159.76,151.04,153.96,7985.3345
1638936000000,2021-12-08 04:00:00,LTCUSD,160.1,170.25,156.24,159.76,92516.43347
1638849600000,2021-12-07 04:00:00,LTCUSD,160.26,165.92,154.94,160.1,29973.8662531
1638763200000,2021-12-06 04:00:00,LTCUSD,154.71,164.59,141.55,160.26,53174.7589452
1638676800000,2021-12-05 04:00:00,LTCUSD,162.12,162.73,148.38,154.71,78018.3778191
1638590400000,2021-12-04 04:00:00,LTCUSD,175.97,181.81,130.0,162.12,174321.8379124
1638504000000,2021-12-03 04:00:00,LTCUSD,200.33,208.18,175.93,175.97,61821.874544
1638417600000,2021-12-02 04:00:00,LTCUSD,202.57,207.43,198.56,200.33,11336.8721645
1638331200000,2021-12-01 04:00:00,LTCUSD,212.78,217.31,200.28,202.57,10777.2465505
1638244800000,2021-11-30 04:00:00,LTCUSD,203.62,220.03,197.82,212.78,35353.5817716
1638158400000,2021-11-29 04:00:00,LTCUSD,199.01,210.55,195.59,203.62,43401.7342349
1638072000000,2021-11-28 04:00:00,LTCUSD,189.31,202.96,182.51,199.01,33732.5445801
1637985600000,2021-11-27 04:00:00,LTCUSD,198.13,200.41,183.96,189.31,22361.6614952
1637899200000,2021-11-26 04:00:00,LTCUSD,216.23,217.89,190.33,198.13,100357.2099185
1637812800000,2021-11-25 04:00:00,LTCUSD,219.91,229.81,214.47,216.23,33019.1466385
1637726400000,2021-11-24 04:00:00,LTCUSD,210.58,223.16,206.19,219.91,26878.207685
1637640000000,2021-11-23 04:00:00,LTCUSD,210.68,218.82,205.32,210.58,21184.6313137
1637553600000,2021-11-22 04:00:00,LTCUSD,215.11,220.0,205.47,210.68,17212.1471806
1637467200000,2021-11-21 04:00:00,LTCUSD,221.92,230.73,213.62,215.11,15717.0665765
1637380800000,2021-11-20 04:00:00,LTCUSD,221.67,228.0,213.16,221.92,16994.998065
1637294400000,2021-11-19 04:00:00,LTCUSD,202.0,225.23,201.97,221.67,21664.4706284
1637208000000,2021-11-18 04:00:00,LTCUSD,221.82,221.82,199.69,202.0,22572.4715107
1637121600000,2021-11-17 04:00:00,LTCUSD,222.83,235.42,218.39,221.82,23292.5383244
1637035200000,2021-11-16 04:00:00,LTCUSD,244.77,249.18,219.97,222.83,48661.8179077
1636948800000,2021-11-15 04:00:00,LTCUSD,278.63,281.34,240.19,244.77,38024.4373476
1636862400000,2021-11-14 04:00:00,LTCUSD,255.79,279.84,248.61,278.63,24626.1935276
1636776000000,2021-11-13 04:00:00,LTCUSD,246.69,264.07,245.17,255.79,12130.7386266
1636689600000,2021-11-12 04:00:00,LTCUSD,275.87,275.87,245.54,246.69,8406.8772443
1636603200000,2021-11-11 04:00:00,LTCUSD,257.25,282.83,252.53,275.87,55549.5929868
1636516800000,2021-11-10 04:00:00,LTCUSD,257.42,295.26,250.82,257.25,127210.7286859
1636430400000,2021-11-09 04:00:00,LTCUSD,247.47,274.69,241.62,257.42,106902.2096918
1636344000000,2021-11-08 04:00:00,LTCUSD,205.8,247.56,205.8,247.47,61747.9103589
1636257600000,2021-11-07 04:00:00,LTCUSD,199.43,208.03,197.66,205.8,13221.4103027
1636171200000,2021-11-06 04:00:00,LTCUSD,200.29,200.35,191.35,199.43,13149.2518385
1636084800000,2021-11-05 04:00:00,LTCUSD,201.14,203.37,196.91,200.29,17064.1483589
1635998400000,2021-11-04 04:00:00,LTCUSD,203.6,204.08,197.24,201.14,13900.891736
1635912000000,2021-11-03 04:00:00,LTCUSD,201.54,209.39,197.53,203.6,37079.9877317
1635825600000,2021-11-02 04:00:00,LTCUSD,195.96,204.94,195.55,201.54,23602.0852574
1635739200000,2021-11-01 04:00:00,LTCUSD,188.89,201.12,188.15,195.96,24043.0696451
1635652800000,2021-10-31 04:00:00,LTCUSD,192.75,194.0,186.98,188.89,15186.9605097
1635566400000,2021-10-30 04:00:00,LTCUSD,191.77,195.22,188.66,192.75,13609.1927384
1635480000000,2021-10-29 04:00:00,LTCUSD,193.05,198.75,189.23,191.77,18272.1191263
1635393600000,2021-10-28 04:00:00,LTCUSD,182.04,194.55,181.04,193.05,34842.0974279
1635307200000,2021-10-27 04:00:00,LTCUSD,202.48,202.48,177.81,182.04,4129.0656628
1635220800000,2021-10-26 04:00:00,LTCUSD,196.65,204.99,190.39,202.48,30967.5977371
1635134400000,2021-10-25 04:00:00,LTCUSD,193.84,197.26,193.01,196.65,13206.9319645
1635048000000,2021-10-24 04:00:00,LTCUSD,198.31,198.54,185.43,193.84,19885.5201729
1634961600000,2021-10-23 04:00:00,LTCUSD,193.61,199.78,188.88,198.31,16686.5411814
1634875200000,2021-10-22 04:00:00,LTCUSD,200.49,200.49,188.0,193.61,23991.8255643
1634788800000,2021-10-21 04:00:00,LTCUSD,208.85,211.84,195.22,200.49,50722.6883064
1634702400000,2021-10-20 04:00:00,LTCUSD,185.8,214.64,185.8,208.85,35511.3186275
1634616000000,2021-10-19 04:00:00,LTCUSD,190.98,191.16,183.32,185.8,23375.3708416
1634529600000,2021-10-18 04:00:00,LTCUSD,185.8,191.67,178.57,190.98,38603.5365549
1634443200000,2021-10-17 04:00:00,LTCUSD,187.24,188.11,176.8,185.8,19791.9209283
1634356800000,2021-10-16 04:00:00,LTCUSD,189.4,192.1,183.72,187.24,25241.5537148
1634270400000,2021-10-15 04:00:00,LTCUSD,184.34,193.21,177.81,189.4,59753.9038449
1634184000000,2021-10-14 04:00:00,LTCUSD,180.53,186.15,176.59,184.34,9269.0580924
1634097600000,2021-10-13 04:00:00,LTCUSD,174.19,180.95,167.72,180.53,51135.0677581
1634011200000,2021-10-12 04:00:00,LTCUSD,173.65,175.84,166.52,174.19,47601.7313257
1633924800000,2021-10-11 04:00:00,LTCUSD,180.31,183.32,172.3,173.65,16147.7029769
1633838400000,2021-10-10 04:00:00,LTCUSD,181.88,184.06,172.6,180.31,32587.7154206
1633752000000,2021-10-09 04:00:00,LTCUSD,177.7,182.87,176.13,181.88,33063.8927701
1633665600000,2021-10-08 04:00:00,LTCUSD,176.16,183.31,174.44,177.7,51653.113714
1633579200000,2021-10-07 04:00:00,LTCUSD,176.48,187.03,175.26,176.16,50188.2940451
1633492800000,2021-10-06 04:00:00,LTCUSD,171.69,183.0,171.69,176.48,28179.0582575
1633406400000,2021-10-05 04:00:00,LTCUSD,168.68,175.45,166.82,171.69,44729.2390999
1633320000000,2021-10-04 04:00:00,LTCUSD,165.85,170.37,161.53,168.68,39159.3547362
1633233600000,2021-10-03 04:00:00,LTCUSD,168.27,175.0,165.41,165.85,20760.0342756
1633147200000,2021-10-02 04:00:00,LTCUSD,166.0,172.8,165.38,168.27,21685.7816329
1633060800000,2021-10-01 04:00:00,LTCUSD,153.7,168.59,153.23,166.0,44345.4699191
1632974400000,2021-09-30 04:00:00,LTCUSD,150.8,154.81,149.34,153.7,40027.1466339
1632888000000,2021-09-29 04:00:00,LTCUSD,144.34,150.91,142.64,150.8,18405.7102405
1632801600000,2021-09-28 04:00:00,LTCUSD,147.27,148.89,139.9,144.34,53053.813851
1632715200000,2021-09-27 04:00:00,LTCUSD,153.01,154.1,144.34,147.27,39692.9755682
1632628800000,2021-09-26 04:00:00,LTCUSD,148.5,154.89,142.21,153.01,37352.3126162
1632542400000,2021-09-25 04:00:00,LTCUSD,154.38,155.76,146.65,148.5,34164.5353896
1632456000000,2021-09-24 04:00:00,LTCUSD,161.43,162.92,141.99,154.38,84115.9538952
1632369600000,2021-09-23 04:00:00,LTCUSD,161.37,166.77,157.4,161.43,36133.2080113
1632283200000,2021-09-22 04:00:00,LTCUSD,151.48,162.2,151.48,161.37,21370.925873
1632196800000,2021-09-21 04:00:00,LTCUSD,159.47,162.2,144.62,151.48,46606.7397499
1632110400000,2021-09-20 04:00:00,LTCUSD,167.01,168.18,150.22,159.47,86803.8088888
1632024000000,2021-09-19 04:00:00,LTCUSD,179.44,181.6,163.5,167.01,31279.3617086
1631937600000,2021-09-18 04:00:00,LTCUSD,182.08,185.74,178.43,179.44,21093.1134291
1631851200000,2021-09-17 04:00:00,LTCUSD,185.96,190.69,177.66,182.08,29742.3768303
1631764800000,2021-09-16 04:00:00,LTCUSD,187.92,195.47,181.68,185.96,37138.8669751
1631678400000,2021-09-15 04:00:00,LTCUSD,181.22,192.58,181.22,187.92,17610.7902559
1631592000000,2021-09-14 04:00:00,LTCUSD,178.47,188.89,176.66,181.22,36771.192394
1631505600000,2021-09-13 04:00:00,LTCUSD,175.54,236.7,170.94,178.47,217704.5985364
1631419200000,2021-09-12 04:00:00,LTCUSD,178.68,186.02,175.51,175.54,22136.4767395
1631332800000,2021-09-11 04:00:00,LTCUSD,174.8,186.02,173.57,178.68,32252.4584599
1631246400000,2021-09-10 04:00:00,LTCUSD,183.93,184.23,170.81,174.8,62116.0416181
1631160000000,2021-09-09 04:00:00,LTCUSD,179.46,188.77,178.15,183.93,79997.9250263
1631073600000,2021-09-08 04:00:00,LTCUSD,178.56,183.73,176.29,179.46,30761.4074625
1630987200000,2021-09-07 04:00:00,LTCUSD,219.06,221.38,163.44,178.56,192471.3444399
1630900800000,2021-09-06 04:00:00,LTCUSD,224.53,231.76,215.1,219.06,57854.610552
1630814400000,2021-09-05 04:00:00,LTCUSD,213.34,232.98,211.19,224.53,69071.6367483
1630728000000,2021-09-04 04:00:00,LTCUSD,213.49,225.07,209.0,213.34,59847.1703313
1630641600000,2021-09-03 04:00:00,LTCUSD,185.79,217.81,183.82,213.49,77106.3409531
1630555200000,2021-09-02 04:00:00,LTCUSD,182.35,187.93,180.0,185.79,32645.7094932
1630468800000,2021-09-01 04:00:00,LTCUSD,172.12,184.99,172.12,182.35,9595.7785867
1630382400000,2021-08-31 04:00:00,LTCUSD,169.14,175.34,167.66,172.12,24052.386514
1630296000000,2021-08-30 04:00:00,LTCUSD,172.32,176.44,165.77,169.14,38554.5473105
1630209600000,2021-08-29 04:00:00,LTCUSD,176.56,179.83,171.71,172.32,17223.8734401
1630123200000,2021-08-28 04:00:00,LTCUSD,174.12,182.83,171.46,176.56,16333.8635404
1630036800000,2021-08-27 04:00:00,LTCUSD,167.61,177.1,165.2,174.12,12085.6733235
1629950400000,2021-08-26 04:00:00,LTCUSD,171.67,172.56,165.0,167.61,17288.2870938
1629864000000,2021-08-25 04:00:00,LTCUSD,174.0,180.19,170.95,171.67,6933.898838
1629777600000,2021-08-24 04:00:00,LTCUSD,185.25,188.66,172.36,174.0,26186.081464
1629691200000,2021-08-23 04:00:00,LTCUSD,188.83,191.78,182.66,185.25,17734.0608273
1629604800000,2021-08-22 04:00:00,LTCUSD,182.63,190.78,178.77,188.83,27394.4011503
1629518400000,2021-08-21 04:00:00,LTCUSD,182.41,184.59,176.74,182.63,26994.7754124
1629432000000,2021-08-20 04:00:00,LTCUSD,175.85,184.16,174.25,182.41,38833.1024575
1629345600000,2021-08-19 04:00:00,LTCUSD,165.31,178.05,162.75,175.85,31683.7005421
1629259200000,2021-08-18 04:00:00,LTCUSD,168.85,174.49,164.55,165.31,12994.4035628
1629172800000,2021-08-17 04:00:00,LTCUSD,181.6,184.38,162.93,168.85,26419.2972593
1629086400000,2021-08-16 04:00:00,LTCUSD,183.8,189.08,173.17,181.6,42888.483309
1629000000000,2021-08-15 04:00:00,LTCUSD,182.91,187.73,175.41,183.8,21115.7117262
1628913600000,2021-08-14 04:00:00,LTCUSD,179.25,186.65,174.92,182.91,32932.9063431
1628827200000,2021-08-13 04:00:00,LTCUSD,168.41,185.1,167.56,179.25,46815.3119938
1628740800000,2021-08-12 04:00:00,LTCUSD,175.12,176.31,160.89,168.41,28319.6817258
1628654400000,2021-08-11 04:00:00,LTCUSD,165.8,179.69,165.8,175.12,16424.306571
1628568000000,2021-08-10 04:00:00,LTCUSD,162.86,168.33,158.91,165.8,33325.4025939
1628481600000,2021-08-09 04:00:00,LTCUSD,147.41,170.81,146.64,162.86,40771.0471983
1628395200000,2021-08-08 04:00:00,LTCUSD,154.29,157.41,145.26,147.41,24510.3942412
1628308800000,2021-08-07 04:00:00,LTCUSD,153.5,157.69,149.15,154.29,28937.9198132
1628222400000,2021-08-06 04:00:00,LTCUSD,146.12,153.94,143.45,153.5,16720.35631
1628136000000,2021-08-05 04:00:00,LTCUSD,140.79,147.44,136.2,146.12,18978.6797151
1628049600000,2021-08-04 04:00:00,LTCUSD,137.26,144.44,137.26,140.79,3033.7427249
1627963200000,2021-08-03 04:00:00,LTCUSD,138.99,140.45,135.72,137.26,22354.7031509
1627876800000,2021-08-02 04:00:00,LTCUSD,141.44,145.85,138.38,138.99,20281.751096
1627790400000,2021-08-01 04:00:00,LTCUSD,149.68,149.7,137.96,141.44,16723.4021327
1627704000000,2021-07-31 04:00:00,LTCUSD,144.82,149.68,142.0,149.68,13407.9484261
1627617600000,2021-07-30 04:00:00,LTCUSD,142.84,146.62,136.01,144.82,16213.3580742
1627531200000,2021-07-29 04:00:00,LTCUSD,138.78,143.83,137.2,142.84,28383.9335213
1627444800000,2021-07-28 04:00:00,LTCUSD,135.51,142.05,135.51,138.78,15603.9872444
1627358400000,2021-07-27 04:00:00,LTCUSD,128.93,137.14,128.21,135.51,31943.0009426
1627272000000,2021-07-26 04:00:00,LTCUSD,137.17,140.43,127.48,128.93,47740.2732899
1627185600000,2021-07-25 04:00:00,LTCUSD,124.95,138.76,123.86,137.17,17875.3394684
1627099200000,2021-07-24 04:00:00,LTCUSD,126.35,127.76,123.33,124.95,14109.9714256
1627012800000,2021-07-23 04:00:00,LTCUSD,120.61,126.47,117.05,126.35,17230.5706084
1626926400000,2021-07-22 04:00:00,LTCUSD,116.63,122.15,115.68,120.61,15228.9831148
1626840000000,2021-07-21 04:00:00,LTCUSD,108.89,119.13,108.89,116.63,9446.3615167
1626753600000,2021-07-20 04:00:00,LTCUSD,106.56,109.68,103.78,108.89,29193.1037758
1626667200000,2021-07-19 04:00:00,LTCUSD,118.69,120.68,105.89,106.56,26356.0366801
1626580800000,2021-07-18 04:00:00,LTCUSD,123.06,123.12,116.35,118.69,21323.6009378
1626494400000,2021-07-17 04:00:00,LTCUSD,119.88,124.08,117.77,123.06,13147.159342
1626408000000,2021-07-16 04:00:00,LTCUSD,126.77,127.57,118.48,119.88,15567.9837809
1626321600000,2021-07-15 04:00:00,LTCUSD,129.26,129.34,122.08,126.77,22274.5373373
1626235200000,2021-07-14 04:00:00,LTCUSD,124.82,133.01,124.82,129.26,6030.3147206
1626148800000,2021-07-13 04:00:00,LTCUSD,133.28,134.46,123.86,124.82,18723.8749172
1626062400000,2021-07-12 04:00:00,LTCUSD,135.37,139.66,131.88,133.28,23399.2238649
1625976000000,2021-07-11 04:00:00,LTCUSD,132.35,136.49,132.25,135.37,12148.0255329
1625889600000,2021-07-10 04:00:00,LTCUSD,133.76,135.55,130.34,132.35,6753.5509609
1625803200000,2021-07-09 04:00:00,LTCUSD,130.73,136.81,127.95,133.76,14078.2495009
1625716800000,2021-07-08 04:00:00,LTCUSD,135.3,135.3,126.15,130.73,17225.6649566
1625630400000,2021-07-07 04:00:00,LTCUSD,140.22,143.0,133.42,135.3,19395.8842991
1625544000000,2021-07-06 04:00:00,LTCUSD,138.55,142.76,135.76,140.22,12129.3122783
1625457600000,2021-07-05 04:00:00,LTCUSD,141.27,141.94,134.0,138.55,15891.7633783
1625371200000,2021-07-04 04:00:00,LTCUSD,138.63,148.02,138.54,141.27,13631.9972453
1625284800000,2021-07-03 04:00:00,LTCUSD,135.35,141.46,134.93,138.63,5125.7294969
1625198400000,2021-07-02 04:00:00,LTCUSD,132.43,137.2,130.69,135.35,18054.7799789
1625112000000,2021-07-01 04:00:00,LTCUSD,139.14,140.85,132.07,132.43,26376.9219827
1625025600000,2021-06-30 04:00:00,LTCUSD,142.23,144.62,136.18,139.14,11586.5381457
1624939200000,2021-06-29 04:00:00,LTCUSD,138.46,149.14,138.35,142.23,29382.3761008
1624852800000,2021-06-28 04:00:00,LTCUSD,130.68,142.16,129.98,138.46,28067.4133602
1624766400000,2021-06-27 04:00:00,LTCUSD,129.24,133.16,124.69,130.68,14305.5347773
1624680000000,2021-06-26 04:00:00,LTCUSD,126.65,129.49,118.79,129.24,26875.1407999
1624593600000,2021-06-25 04:00:00,LTCUSD,137.17,137.86,123.96,126.65,32542.8621016
1624507200000,2021-06-24 04:00:00,LTCUSD,126.84,137.17,126.84,137.17,4.46643
1624420800000,2021-06-23 04:00:00,LTCUSD,128.85,130.28,123.65,126.84,17102.776647
1624334400000,2021-06-22 04:00:00,LTCUSD,131.42,131.79,105.0,128.85,114811.3976089
1624248000000,2021-06-21 04:00:00,LTCUSD,149.54,149.7,119.81,131.42,53410.3442167
1624161600000,2021-06-20 04:00:00,LTCUSD,153.26,156.17,143.8,149.54,20384.8779349
1624075200000,2021-06-19 04:00:00,LTCUSD,154.56,160.61,150.55,153.26,8192.1932419
1623988800000,2021-06-18 04:00:00,LTCUSD,165.29,167.24,151.57,154.56,20498.7228079
1623902400000,2021-06-17 04:00:00,LTCUSD,171.17,173.44,162.9,165.29,20810.8769447
1623816000000,2021-06-16 04:00:00,LTCUSD,172.63,172.63,165.43,171.17,2368.8584207
1623729600000,2021-06-15 04:00:00,LTCUSD,178.68,181.0,170.42,172.63,23560.3791031
1623643200000,2021-06-14 04:00:00,LTCUSD,168.57,181.21,166.56,178.68,27900.4279869
1623556800000,2021-06-13 04:00:00,LTCUSD,157.54,172.58,156.88,168.57,20728.6065323
1623470400000,2021-06-12 04:00:00,LTCUSD,157.03,164.38,154.28,157.54,20473.4360159
1623384000000,2021-06-11 04:00:00,LTCUSD,171.32,173.78,154.63,157.03,33114.0644749
1623297600000,2021-06-10 04:00:00,LTCUSD,170.3,173.32,162.24,171.32,39964.03195
1623211200000,2021-06-09 04:00:00,LTCUSD,154.73,174.61,154.73,170.3,13186.1164575
